Year,Round,Game,Home,Home Score,Venue,Home Field-H,Home State,LP-H
2013,round21,1Game9,Western Bulldogs,131,Docklands,Docklands,VIC,15
2013,round22,2Game1,Collingwood,101,MCG,MCG,VIC,6
2013,round22,2Game2,Adelaide,120,Adelaide Oval,Adelaide Oval,SA,13
2013,round22,2Game3,North Melbourne,103,Docklands,Docklands,VIC,10
2013,round22,2Game4,Geelong,92,Kardinia Park,Kardinia Park,VIC,2
2013,round22,2Game5,Fremantle,134,Perth Stadium,Perth Stadium,WA,4
2013,round22,2Game6,Carlton,76,Docklands,Docklands,VIC,9
2013,round22,2Game7,St. Kilda,116,Docklands,Docklands,VIC,16
2013,round22,2Game8,Greater Western Sydney,42,Sydney Showground,Sydney Showground,NSW,18
2013,round22,2Game9,Brisbane,100,Gabba,Gabba,QLD,12
2013,round23,3Game1,Sydney,100,SCG,SCG,NSW,4
2013,round23,3Game2,St. Kilda,112,Docklands,Docklands,VIC,16
2013,round23,3Game3,Geelong,112,Kardinia Park,Kardinia Park,VIC,2
2013,round23,3Game4,Port Adelaide,103,Adelaide Oval,Adelaide Oval,SA,8
2013,round23,3Game5,West Coast,43,Perth Stadium,Perth Stadium,WA,13
2013,round23,3Game6,Essendon,65,Docklands,Docklands,VIC,7
2013,round23,3Game7,Gold Coast,146,Metricon,Metricon,QLD,14
2013,round23,3Game8,Collingwood,114,MCG,MCG,VIC,6
2013,round23,3Game9,Western Bulldogs,107,Docklands,Docklands,VIC,15
2012,round1,Game1,Greater Western Sydney,37,ANZ Stadium,Sydney Showground,NSW,18
2012,round1,Game2,Richmond,81,MCG,MCG,VIC,12
2012,round1,Game3,Hawthorn,137,MCG,MCG,VIC,3
2012,round1,Game4,Melbourne,78,MCG,MCG,VIC,13
2012,round1,Game5,Gold Coast,68,Metricon,Metricon,QLD,17
2012,round1,Game6,Fremantle,105,Perth Stadium,Perth Stadium,WA,11
2012,round1,Game7,North Melbourne,102,Docklands,Docklands,VIC,9
2012,round1,Game8,Western Bulldogs,87,Docklands,Docklands,VIC,10
2012,round1,Game9,Port Adelaide,89,Adelaide Oval,Adelaide Oval,SA,16
2012,round2,Game1,Brisbane,63,Gabba,Gabba,QLD,5
2012,round2,Game2,Essendon,111,Docklands,Docklands,VIC,9
2012,round2,Game3,Sydney,94,SCG,SCG,NSW,1
2012,round2,Game4,West Coast,166,Perth Stadium,Perth Stadium,WA,3
2012,round2,Game5,Adelaide,82,Adelaide Oval,Adelaide Oval,SA,2
2012,round2,Game6,Collingwood,85,MCG,MCG,VIC,13
2012,round2,Game7,North Melbourne,183,Blundstone Arena,Docklands,VIC,10
2012,round2,Game8,St. Kilda,139,Docklands,Docklands,VIC,12
2012,round2,Game9,Geelong,92,Kardinia Park,Kardinia Park,VIC,11
2012,round3,Game1,Carlton,122,Docklands,Docklands,VIC,2
2012,round3,Game2,Richmond,133,MCG,MCG,VIC,15
2012,round3,Game3,Port Adelaide,83,Adelaide Oval,Adelaide Oval,SA,12
2012,round3,Game4,Fremantle,64,Perth Stadium,Perth Stadium,WA,11
2012,round3,Game5,Western Bulldogs,40,Docklands,Docklands,VIC,14
2012,round3,Game6,Gold Coast,88,Metricon,Metricon,QLD,17
2012,round3,Game7,Greater Western Sydney,69,Blacktown ISP,Sydney Showground,NSW,18
2012,round3,Game8,Hawthorn,140,MCG,MCG,VIC,8
2012,round3,Game9,North Melbourne,131,Docklands,Docklands,VIC,6
2012,round4,Game1,St. Kilda,79,Docklands,Docklands,VIC,5
2012,round4,Game2,Carlton,79,Docklands,Docklands,VIC,2
2012,round4,Game3,Collingwood,97,MCG,MCG,VIC,13
2012,round4,Game4,Adelaide,96,Adelaide Oval,Adelaide Oval,SA,8
2012,round4,Game5,Brisbane,111,Gabba,Gabba,QLD,14
2012,round4,Game6,West Coast,51,Perth Stadium,Perth Stadium,WA,1
2012,round4,Game7,Geelong,75,Kardinia Park,Kardinia Park,VIC,11
2012,round4,Game8,Sydney,113,SCG,SCG,NSW,3
2012,round4,Game9,Melbourne,67,MCG,MCG,VIC,17
2012,round5,Game1,Collingwood,80,MCG,MCG,VIC,12
2012,round5,Game2,Fremantle,57,Perth Stadium,Perth Stadium,WA,6
2012,round5,Game3,Greater Western Sydney,62,Manuka Oval,Sydney Showground,NSW,18
2012,round5,Game4,North Melbourne,127,Docklands,Docklands,VIC,8
2012,round5,Game5,Melbourne,66,MCG,MCG,VIC,16
2012,round5,Game6,Brisbane,41,Gabba,Gabba,QLD,11
2012,round5,Game7,Hawthorn,69,University of Tasmania Stadium,MCG,VIC,9
2012,round5,Game8,Richmond,97,MCG,MCG,VIC,13
2012,round5,Game9,Adelaide,110,Adelaide Oval,Adelaide Oval,SA,5
2012,round6,Game1,Western Bulldogs,77,Docklands,Docklands,VIC,13
2012,round6,Game2,Essendon,129,Docklands,Docklands,VIC,5
2012,round6,Game3,Geelong,119,Kardinia Park,Kardinia Park,VIC,8
2012,round6,Game4,Gold Coast,87,Metricon,Metricon,QLD,17
2012,round6,Game5,Sydney,94,SCG,SCG,NSW,2
2012,round6,Game6,St. Kilda,88,Docklands,Docklands,VIC,6
2012,round6,Game7,Carlton,110,Docklands,Docklands,VIC,3
2012,round6,Game8,Port Adelaide,54,Adelaide Oval,Adelaide Oval,SA,15
2012,round6,Game9,West Coast,120,Perth Stadium,Perth Stadium,WA,1
2012,round7,Game1,Melbourne,49,MCG,MCG,VIC,17
2012,round7,Game2,Adelaide,122,Adelaide Oval,Adelaide Oval,SA,5
2012,round7,Game3,Greater Western Sydney,94,Manuka Oval,Sydney Showground,NSW,18
2012,round7,Game4,Richmond,91,MCG,MCG,VIC,12
2012,round7,Game5,Brisbane,58,Gabba,Gabba,QLD,14
2012,round7,Game6,Essendon,113,Docklands,Docklands,VIC,4
2012,round7,Game7,North Melbourne,83,Docklands,Docklands,VIC,10
2012,round7,Game8,Fremantle,87,Perth Stadium,Perth Stadium,WA,7
2012,round7,Game9,St. Kilda,122,Docklands,Docklands,VIC,9
2012,round8,Game1,Collingwood,96,MCG,MCG,VIC,7
2012,round8,Game2,Port Adelaide,95,Adelaide Oval,Adelaide Oval,SA,15
2012,round8,Game3,Hawthorn,119,University of Tasmania Stadium,MCG,VIC,9
2012,round8,Game4,Sydney,138,SCG,SCG,NSW,5
2012,round8,Game5,Western Bulldogs,72,TIO Stadium,Docklands,VIC,13
2012,round8,Game6,Essendon,128,Docklands,Docklands,VIC,2
2012,round8,Game7,Brisbane,132,Gabba,Gabba,QLD,14
2012,round8,Game8,Carlton,55,Docklands,Docklands,VIC,4
2012,round8,Game9,West Coast,121,Perth Stadium,Perth Stadium,WA,1
2012,round9,Game1,Western Bulldogs,75,Docklands,Docklands,VIC,11
2012,round9,Game2,Richmond,137,MCG,MCG,VIC,13
2012,round9,Game3,Gold Coast,70,Metricon,Metricon,QLD,17
2012,round9,Game4,St. Kilda,111,Docklands,Docklands,VIC,9
2012,round9,Game5,Adelaide,49,Adelaide Oval,Adelaide Oval,SA,2
2012,round9,Game6,Greater Western Sydney,53,Sydney Showground,Sydney Showground,NSW,16
2012,round9,Game7,North Melbourne,112,Docklands,Docklands,VIC,12
2012,round9,Game8,Carlton,107,Docklands,Docklands,VIC,7
2012,round9,Game9,West Coast,84,Perth Stadium,Perth Stadium,WA,1
2012,round10,0Game1,St. Kilda,113,Docklands,Docklands,VIC,7
2012,round10,0Game2,Geelong,126,Kardinia Park,Kardinia Park,VIC,9
2012,round10,0Game3,Hawthorn,174,University of Tasmania Stadium,MCG,VIC,8
2012,round10,0Game4,Fremantle,82,Perth Stadium,Perth Stadium,WA,10
2012,round10,0Game5,Port Adelaide,99,Adelaide Oval,Adelaide Oval,SA,15
2012,round10,0Game6,Essendon,52,Docklands,Docklands,VIC,2
2012,round10,0Game7,Brisbane,102,Gabba,Gabba,QLD,14
2012,round10,0Game8,Sydney,132,SCG,SCG,NSW,5
2012,round10,0Game9,Collingwood,149,MCG,MCG,VIC,4
2012,round11,1Game1,Carlton,85,Docklands,Docklands,VIC,7
2012,round11,1Game2,Richmond,66,MCG,MCG,VIC,10
2012,round11,1Game3,Gold Coast,49,Metricon,Metricon,QLD,18
2012,round11,1Game4,Essendon,82,Docklands,Docklands,VIC,2
2012,round11,1Game5,Port Adelaide,62,Adelaide Oval,Adelaide Oval,SA,13
2012,round11,1Game6,Melbourne,87,MCG,MCG,VIC,16
2012,round12,2Game1,West Coast,79,Perth Stadium,Perth Stadium,WA,3
2012,round12,2Game2,Adelaide,115,Adelaide Oval,Adelaide Oval,SA,5
2012,round12,2Game3,Greater Western Sydney,74,Sydney Showground,Sydney Showground,NSW,17
2012,round12,2Game4,Gold Coast,80,Metricon,Metricon,QLD,18
2012,round12,2Game5,Hawthorn,135,MCG,MCG,VIC,6
2012,round12,2Game6,Western Bulldogs,95,Docklands,Docklands,VIC,15
2012,round13,3Game1,Sydney,80,SCG,SCG,NSW,4
2012,round13,3Game2,Western Bulldogs,56,Docklands,Docklands,VIC,13
2012,round13,3Game3,Collingwood,85,MCG,MCG,VIC,3
2012,round13,3Game4,Fremantle,89,Perth Stadium,Perth Stadium,WA,11
2012,round13,3Game5,Melbourne,135,MCG,MCG,VIC,16
2012,round13,3Game6,North Melbourne,121,Docklands,Docklands,VIC,12
2012,round14,4Game1,Carlton,70,Docklands,Docklands,VIC,9
2012,round14,4Game2,Collingwood,107,MCG,MCG,VIC,1
2012,round14,4Game3,Adelaide,106,Adelaide Oval,Adelaide Oval,SA,5
2012,round14,4Game4,West Coast,166,Perth Stadium,Perth Stadium,WA,4
2012,round14,4Game5,Sydney,132,ANZ Stadium,SCG,NSW,2
2012,round14,4Game6,Essendon,140,Docklands,Docklands,VIC,3
2012,round14,4Game7,Geelong,99,Kardinia Park,Kardinia Park,VIC,7
2012,round14,4Game8,Brisbane,122,Gabba,Gabba,QLD,13
2012,round14,4Game9,St. Kilda,103,Docklands,Docklands,VIC,8
2012,round15,5Game1,Collingwood,62,MCG,MCG,VIC,1
2012,round15,5Game2,North Melbourne,84,Blundstone Arena,Docklands,VIC,8
2012,round15,5Game3,Melbourne,78,MCG,MCG,VIC,16
2012,round15,5Game4,Sydney,110,SCG,SCG,NSW,2
2012,round15,5Game5,Port Adelaide,58,Adelaide Oval,Adelaide Oval,SA,15
2012,round15,5Game6,St. Kilda,133,Docklands,Docklands,VIC,9
2012,round15,5Game7,Hawthorn,193,MCG,MCG,VIC,6
2012,round15,5Game8,Gold Coast,96,Metricon,Metricon,QLD,18
2012,round15,5Game9,Fremantle,95,Perth Stadium,Perth Stadium,WA,13
2012,round16,6Game1,North Melbourne,149,Docklands,Docklands,VIC,11
2012,round16,6Game2,Melbourne,83,MCG,MCG,VIC,16
2012,round16,6Game3,Port Adelaide,77,Adelaide Oval,Adelaide Oval,SA,15
2012,round16,6Game4,Richmond,88,Cazaly's Stadium,MCG,VIC,10
2012,round16,6Game5,Brisbane,92,Gabba,Gabba,QLD,13
2012,round16,6Game6,Geelong,79,Kardinia Park,Kardinia Park,VIC,7
2012,round16,6Game7,Greater Western Sydney,59,Sydney Showground,Sydney Showground,NSW,17
2012,round16,6Game8,Western Bulldogs,44,Docklands,Docklands,VIC,14
2012,round16,6Game9,West Coast,69,Perth Stadium,Perth Stadium,WA,2
2012,round17,7Game1,Geelong,134,Kardinia Park,Kardinia Park,VIC,7
2012,round17,7Game2,Collingwood,91,MCG,MCG,VIC,3
2012,round17,7Game3,Adelaide,124,Adelaide Oval,Adelaide Oval,SA,2
2012,round17,7Game4,Gold Coast,48,Metricon,Metricon,QLD,17
2012,round17,7Game5,Melbourne,56,TIO Stadium,MCG,VIC,16
2012,round17,7Game6,Western Bulldogs,84,Docklands,Docklands,VIC,14
2012,round17,7Game7,Sydney,105,SCG,SCG,NSW,1
2012,round17,7Game8,Richmond,99,MCG,MCG,VIC,11
2012,round17,7Game9,Fremantle,132,Perth Stadium,Perth Stadium,WA,10
2012,round18,8Game1,Essendon,86,Docklands,Docklands,VIC,6
2012,round18,8Game2,Geelong,102,Kardinia Park,Kardinia Park,VIC,7
2012,round18,8Game3,North Melbourne,127,Docklands,Docklands,VIC,8
2012,round18,8Game4,Greater Western Sydney,54,Sydney Showground,Sydney Showground,NSW,18
2012,round18,8Game5,Gold Coast,54,Metricon,Metricon,QLD,17
2012,round18,8Game6,Carlton,95,Docklands,Docklands,VIC,11
2012,round18,8Game7,Port Adelaide,48,Adelaide Oval,Adelaide Oval,SA,14
2012,round18,8Game8,St. Kilda,118,Docklands,Docklands,VIC,10
2012,round18,8Game9,West Coast,175,Perth Stadium,Perth Stadium,WA,5
2012,round19,9Game1,Hawthorn,116,MCG,MCG,VIC,2
2012,round19,9Game2,Western Bulldogs,61,Docklands,Docklands,VIC,15
2012,round19,9Game3,Greater Western Sydney,107,Sydney Showground,Sydney Showground,NSW,18
2012,round19,9Game4,Fremantle,113,Perth Stadium,Perth Stadium,WA,9
2012,round19,9Game5,Brisbane,84,Gabba,Gabba,QLD,13
2012,round19,9Game6,Collingwood,91,MCG,MCG,VIC,4
2012,round19,9Game7,Melbourne,108,MCG,MCG,VIC,16
2012,round19,9Game8,Carlton,71,Docklands,Docklands,VIC,11
2012,round19,9Game9,Adelaide,104,Adelaide Oval,Adelaide Oval,SA,3
2012,round20,0Game1,West Coast,102,Perth Stadium,Perth Stadium,WA,5
2012,round20,0Game2,St. Kilda,107,Docklands,Docklands,VIC,10
2012,round20,0Game3,Adelaide,119,Adelaide Oval,Adelaide Oval,SA,2
2012,round20,0Game4,Gold Coast,109,Metricon,Metricon,QLD,18
2012,round20,0Game5,Carlton,113,Docklands,Docklands,VIC,11
2012,round20,0Game6,Sydney,70,SCG,SCG,NSW,1
2012,round20,0Game7,Hawthorn,159,University of Tasmania Stadium,MCG,VIC,4
2012,round20,0Game8,Richmond,150,MCG,MCG,VIC,12
2012,round20,0Game9,Essendon,76,Docklands,Docklands,VIC,8
2012,round21,1Game1,Geelong,123,Docklands,Kardinia Park,VIC,7
2012,round21,1Game2,Essendon,60,Docklands,Docklands,VIC,8
2012,round21,1Game3,Greater Western Sydney,59,Manuka Oval,Sydney Showground,NSW,18
2012,round21,1Game4,Fremantle,94,Perth Stadium,Perth Stadium,WA,9
2012,round21,1Game5,Brisbane,95,Gabba,Gabba,QLD,13
2012,round21,1Game6,Collingwood,61,MCG,MCG,VIC,3
2012,round21,1Game7,Port Adelaide,50,Adelaide Oval,Adelaide Oval,SA,14
2012,round21,1Game8,Western Bulldogs,85,Docklands,Docklands,VIC,15
2012,round21,1Game9,Hawthorn,129,MCG,MCG,VIC,4
2012,round22,2Game1,Richmond,102,MCG,MCG,VIC,12
2012,round22,2Game2,St. Kilda,163,Docklands,Docklands,VIC,11
2012,round22,2Game3,Port Adelaide,93,Adelaide Oval,Adelaide Oval,SA,14
2012,round22,2Game4,Sydney,95,SCG,SCG,NSW,1
2012,round22,2Game5,Gold Coast,98,Metricon,Metricon,QLD,17
2012,round22,2Game6,West Coast,107,Perth Stadium,Perth Stadium,WA,5
2012,round22,2Game7,Geelong,107,Kardinia Park,Kardinia Park,VIC,7
2012,round22,2Game8,North Melbourne,79,Docklands,Docklands,VIC,6
2012,round22,2Game9,Melbourne,81,MCG,MCG,VIC,16
2012,round23,3Game1,Hawthorn,95,MCG,MCG,VIC,1
2012,round23,3Game2,Geelong,112,Kardinia Park,Kardinia Park,VIC,6
2012,round23,3Game3,Adelaide,153,Adelaide Oval,Adelaide Oval,SA,3
2012,round23,3Game4,Greater Western Sydney,77,Sydney Showground,Sydney Showground,NSW,18
2012,round23,3Game5,Fremantle,101,Perth Stadium,Perth Stadium,WA,7
2012,round23,3Game6,Essendon,72,Docklands,Docklands,VIC,11
2012,round23,3Game7,Carlton,91,Docklands,Docklands,VIC,10
2012,round23,3Game8,Richmond,106,MCG,MCG,VIC,12
2012,round23,3Game9,Brisbane,128,Gabba,Gabba,QLD,13
